AAPL,33% 22% 75% 39% 10% 0096 68% 50% -1.0% 5.4% 3.2% -08%,next line,70%,50%,75%,65%,50%,50%,70%,65%,45%,75%,50%,55%,next line,454%,29 0%,209%,280%,262%,24.7%,22.8%,24.3%,22.2%,352%,280%,282%,next line,317%,-158%,-84%,140%,-32.3%,-23.9%,-19.2%,-9.9% -57.7% -240%,-157%,-261%,next line,
BA,02%,09%,11%,49%,19%,04%,07%,-1.4%,-0.1%,10%,32%,-02%,next line,45%,70%,50%,75%,55%,50%,55%,40%,55%,55%,75%,60%,next line,120%,142%,150%,19.5%,13.1%,11.9%,16.7%,16.9%,20.2%,131%,151%,105%,next line,169%,-249%,-104%,-7.6%,-109%,-20.6%,-12.9%,-20.0%,-34.6%,-12.8%,-18.1%,-197%,next line,
